2163,2022-06-21,4
2162,2022-06-21,18.0
2164,2022-06-21,25.5
2168,2022-06-21,25.5
2161,2022-06-21,40.5
2736,2022-06-21,40.5
2179,2022-06-21,13.0
2485,2022-06-21,13.0
2436,2022-06-21,25.5
2876,2022-06-21,18.0
2804,2022-06-21,40.5
2474,2022-06-21,25.5
2273,2022-06-21,25.5
2455,2022-06-21,13.0
2488,2022-06-21,25.5
