2440,2022-06-21,40.5
2277,2022-06-21,25.5
2274,2022-06-21,25.5
2282,2022-06-21,25.5
2428,2022-06-21,25.5
2223,2022-06-21,18.0
2888,2022-06-21,40.5
2154,2022-06-21,13.0
2156,2022-06-21,18.0
2157,2022-06-21,5
2153,2022-06-21,18.0
2160,2022-06-21,13.0
2158,2022-06-21,25.5
2155,2022-06-21,13.0
2150,2022-06-21,18.0
2152,2022-06-21,13.0
2266,2022-06-21,13.0
2264,2022-06-21,40.5
2406,2022-06-21,25.5
2405,2022-06-21,40.5
2807,2022-06-21,18.0
2811,2022-06-21,13.0
2772,2022-06-21,18.0
2498,2022-06-21,40.5
2171,2022-06-21,18.0
2262,2022-06-21,25.5
2418,2022-06-21,13.0
2413,2022-06-21,13.0
2414,2022-06-21,40.5
2411,2022-06-21,18.0
2727,2022-06-21,18.0
2116,2022-06-21,8.0
2104,2022-06-21,18.0
2120,2022-06-21,13.0
2131,2022-06-21,25.5
2137,2022-06-21,18.0
2133,2022-06-21,18.0
2134,2022-06-21,13.0
2146,2022-06-21,13.0
2196,2022-06-21,18.0
2107,2022-06-21,13.0
2132,2022-06-21,18.0
2144,2022-06-21,25.5
2142,2022-06-21,40.5
2135,2022-06-21,40.5
2110,2022-06-21,18.0
2197,2022-06-21,25.5
2119,2022-06-21,13.0
2130,2022-06-21,18.0
2140,2022-06-21,25.5
2118,2022-06-21,8.0
2199,2022-06-21,25.5
2121,2022-06-21,18.0
2198,2022-06-21,18.0
2141,2022-06-21,8.0
2115,2022-06-21,13.0
2126,2022-06-21,13.0
2136,2022-06-21,40.5
2425,2022-06-21,13.0
2268,2022-06-21,40.5
2824,2022-06-21,13.0
2186,2022-06-21,40.5
2188,2022-06-21,40.5
2475,2022-06-21,25.5
2402,2022-06-21,25.5
2403,2022-06-21,18.0
2407,2022-06-21,25.5
2401,2022-06-21,40.5
2300,2022-06-21,13.0
2840,2022-06-21,18.0
2741,2022-06-21,40.5
2769,2022-06-21,13.0
2438,2022-06-21,18.0
2271,2022-06-21,40.5
2708,2022-06-21,85.5
2795,2022-06-21,60.5
2796,2022-06-21,40.5
2851,2022-06-21,40.5
2852,2022-06-21,25.5
2404,2022-06-21,18.0
2705,2022-06-21,25.5
2701,2022-06-21,25.5
2702,2022-06-21,25.5
2703,2022-06-21,18.0
2246,2022-06-21,8.0
2497,2022-06-21,25.5
2717,2022-06-21,18.0
2725,2022-06-21,40.5
2493,2022-06-21,13.0
2491,2022-06-21,40.5
2490,2022-06-21,25.5
2458,2022-06-21,13.0
2456,2022-06-21,25.5
2492,2022-06-21,40.5
2495,2022-06-21,25.5
2496,2022-06-21,25.5
2183,2022-06-21,40.5
2185,2022-06-21,25.5
2210,2022-06-21,40.5
2218,2022-06-21,18.0
2757,2022-06-21,25.5
2825,2022-06-21,18.0
2821,2022-06-21,40.5
2802,2022-06-21,13.0
2467,2022-06-21,40.5
2476,2022-06-21,13.0
2723,2022-06-21,25.5
2260,2022-06-21,40.5
2801,2022-06-21,25.5
2178,2022-06-21,25.5
2484,2022-06-21,25.5
2281,2022-06-21,25.5
2283,2022-06-21,18.0
2275,2022-06-21,40.5
2165,2022-06-21,8.0
2806,2022-06-21,8.0
2865,2022-06-21,40.5
2885,2022-06-21,25.5
2866,2022-06-21,40.5
2235,2022-06-21,25.5
2236,2022-06-21,8.0
2835,2022-06-21,40.5
2189,2022-06-21,18.0
2182,2022-06-21,25.5
2482,2022-06-21,25.5
2159,2022-06-21,4
2707,2022-06-21,18.0
2878,2022-06-21,13.0
2881,2022-06-21,13.0
2744,2022-06-21,18.0
2267,2022-06-21,25.5
2813,2022-06-21,25.5
2803,2022-06-21,60.5
2880,2022-06-21,8.0
2882,2022-06-21,13.0
2783,2022-06-21,40.5
2781,2022-06-21,40.5
2782,2022-06-21,8.0
2765,2022-06-21,40.5
2767,2022-06-21,40.5
2768,2022-06-21,25.5
2762,2022-06-21,25.5
2763,2022-06-21,25.5
2761,2022-06-21,40.5
2280,2022-06-21,13.0
2823,2022-06-21,18.0
2499,2022-06-21,18.0
2753,2022-06-21,25.5
2752,2022-06-21,18.0
2305,2022-06-21,18.0
2747,2022-06-21,25.5
2751,2022-06-21,40.5
2755,2022-06-21,25.5
2754,2022-06-21,25.5
2276,2022-06-21,25.5
2279,2022-06-21,5
2220,2022-06-21,40.5
2846,2022-06-21,25.5
2848,2022-06-21,13.0
2480,2022-06-21,8.0
2410,2022-06-21,8.0
2814,2022-06-21,13.0
2424,2022-06-21,40.5
2419,2022-06-21,8.0
2420,2022-06-21,13.0
2423,2022-06-21,13.0
2426,2022-06-21,18.0
2422,2022-06-21,60.5
2421,2022-06-21,40.5
2295,2022-06-21,25.5
2222,2022-06-21,25.5
2742,2022-06-21,25.5
2270,2022-06-21,18.0
2792,2022-06-21,85.5
2794,2022-06-21,25.5
2791,2022-06-21,13.0
2793,2022-06-21,85.5
2278,2022-06-21,18.0
2494,2022-06-21,13.0
2478,2022-06-21,25.5
2469,2022-06-21,25.5
2737,2022-06-21,8.0
2715,2022-06-21,25.5
2211,2022-06-21,25.5
2820,2022-06-21,13.0
2704,2022-06-21,13.0
2177,2022-06-21,8.0
2176,2022-06-21,18.0
2238,2022-06-21,40.5
2409,2022-06-21,18.0
2192,2022-06-21,18.0
2790,2022-06-21,40.5
2255,2022-06-21,25.5
2732,2022-06-21,8.0
2722,2022-06-21,25.5
2720,2022-06-21,25.5
2837,2022-06-21,18.0
2879,2022-06-21,5
2479,2022-06-21,25.5
2224,2022-06-21,40.5
2184,2022-06-21,60.5
2451,2022-06-21,40.5
2724,2022-06-21,40.5
2225,2022-06-21,40.5
2810,2022-06-21,25.5
2435,2022-06-21,40.5
2711,2022-06-21,18.0
2180,2022-06-21,40.5
2181,2022-06-21,40.5
2290,2022-06-21,13.0
2427,2022-06-21,40.5
2453,2022-06-21,13.0
2805,2022-06-21,25.5
2836,2022-06-21,40.5
2829,2022-06-21,5
2831,2022-06-21,8.0
2838,2022-06-21,18.0
2833,2022-06-21,13.0
2830,2022-06-21,18.0
2832,2022-06-21,25.5
2812,2022-06-21,13.0
2834,2022-06-21,25.5
2706,2022-06-21,13.0
2429,2022-06-21,8.0
2217,2022-06-21,40.5
2826,2022-06-21,25.5
2227,2022-06-21,18.0
2798,2022-06-21,25.5
2437,2022-06-21,25.5
2877,2022-06-21,8.0
2730,2022-06-21,25.5
2731,2022-06-21,40.5
2743,2022-06-21,25.5
2286,2022-06-21,40.5
2487,2022-06-21,40.5
2473,2022-06-21,18.0
2477,2022-06-21,13.0
2252,2022-06-21,25.5
2254,2022-06-21,60.5
2251,2022-06-21,40.5
2257,2022-06-21,13.0
2259,2022-06-21,40.5
2190,2022-06-21,40.5
2191,2022-06-21,40.5
2859,2022-06-21,25.5
2843,2022-06-21,13.0
2808,2022-06-21,25.5
2827,2022-06-21,18.0
2721,2022-06-21,40.5
2809,2022-06-21,18.0
2815,2022-06-21,40.5
2175,2022-06-21,18.0
2173,2022-06-21,18.0
2215,2022-06-21,40.5
2203,2022-06-21,25.5
2728,2022-06-21,13.0
2858,2022-06-21,8.0
2265,2022-06-21,25.5
2269,2022-06-21,40.5
2408,2022-06-21,13.0
2415,2022-06-21,18.0
2857,2022-06-21,25.5
2855,2022-06-21,18.0
2856,2022-06-21,25.5
2481,2022-06-21,18.0
2483,2022-06-21,60.5
2887,2022-06-21,25.5
2232,2022-06-21,85.5
2231,2022-06-21,40.5
2234,2022-06-21,13.0
2432,2022-06-21,18.0
2797,2022-06-21,25.5
2729,2022-06-21,40.5
2726,2022-06-21,25.5
2716,2022-06-21,40.5
2288,2022-06-21,13.0
2272,2022-06-21,25.5
2287,2022-06-21,25.5
2289,2022-06-21,18.0
2745,2022-06-21,40.5
2187,2022-06-21,18.0
2193,2022-06-21,40.5
2853,2022-06-21,40.5
2233,2022-06-21,25.5
2822,2022-06-21,25.5
2738,2022-06-21,13.0
2828,2022-06-21,25.5
2756,2022-06-21,25.5
2416,2022-06-21,40.5
2263,2022-06-21,25.5
2847,2022-06-21,13.0
2470,2022-06-21,40.5
2463,2022-06-21,25.5
2466,2022-06-21,40.5
2471,2022-06-21,25.5
2468,2022-06-21,40.5
2457,2022-06-21,2
2464,2022-06-21,8.0
2462,2022-06-21,25.5
2465,2022-06-21,8.0
2460,2022-06-21,25.5
2472,2022-06-21,18.0
2285,2022-06-21,25.5
2875,2022-06-21,13.0
2213,2022-06-21,25.5
2202,2022-06-21,8.0
2208,2022-06-21,25.5
2206,2022-06-21,25.5
2204,2022-06-21,40.5
2207,2022-06-21,18.0
2205,2022-06-21,40.5
2209,2022-06-21,18.0
2214,2022-06-21,25.5
2170,2022-06-21,25.5
2256,2022-06-21,60.5
2441,2022-06-21,8.0
2883,2022-06-21,8.0
2889,2022-06-21,13.0
2284,2022-06-21,8.0
2221,2022-06-21,40.5
2841,2022-06-21,5
2773,2022-06-21,18.0
2292,2022-06-21,13.0
2291,2022-06-21,18.0
2293,2022-06-21,18.0
2301,2022-06-21,40.5
2442,2022-06-21,40.5
2166,2022-06-21,25.5
2194,2022-06-21,13.0
2172,2022-06-21,8.0
